LT031-0202|Tuoj įjungsiu šviesas, - pažadėjo Vinstonas. - Ženkite vidun, užverkite duris.
LT017-0182|FARDINE. Alpha, Sierra, Hotel, Uniform, Romeo. ASHUR.
LT032-0075|Negana to, jiedu geraširdiškai juokavo įvairiausiomis niuansų kupinomis temomis.
LT029-0253|Lengdonas nusišypsojo pamatęs piešinį - gudragalvišką užuominą į įvykius, su kuriais jis buvo susijęs prieš keletą metų.
LT002-0093|Dabar mums svarbu pritraukti kiek įmanoma daugiau narių ir kuo greičiau, todėl šiuo metu galime Jums pasiūlyti nemažai nuolaidų mūsų narystės paketams.“
LT014-0109|W trys keturi šeši D P P, gal prireiks).
LT016-0017|Juk veikė mano draugo, mamos ir sesers telefonai, ir jų balsai man buvo pažįstami. Juk aš žinojau Peterio Langerio namų adresą, žmonos vardą ir vaikų mokyklą.
LT027-0049|Aistė gulėjo ant lovos visiškai nuoga, tik su prisegamomis kojinėmis, susirišusi plaukus, kaip man patinka, į garbanotą uodegą,
LT035-0133|Lubose nelauktai blykstelėjo smurtiniai šiuolaikinės visuomenės atvaizdai:
LT036-0086|Agentas liovėsi jį spaudęs prie žemės ir atsitraukė. - Apsiverskite.
LT027-0098|Žinau, tokios padrikos čia mano mintys, bet ką aš galiu padaryti, jeigu tokios jau aplinkybės,
LT034-0272|Aš daugel metų svajojau rasti būdą, kaip į juos atsakyti... - Po pauzės futuristas prašneko niauresniu tonu:
LT014-0027|accounts Flight Voices Chicago,
LT002-0104|Reikėtų aptarti ir Pardavėjo A pasiūlymą...
LT036-0058|bet žinių šaltiniai iš rūmų užsiminė, kad Chulijanui jau verda kraujas.
LT021-0061|Kas svarbiausia, jis tai daro nė kiek nesibjaurėdamas, nesibodėdamas ir nejausdamas, kad parsidavinėja ar taip elgiasi per prievartą.
LT031-0037|rabinas juto, kad jis tris dienas žiopso į pasenusių prieštarų rinkinį.
LT035-0267|Vargu ar šio vakaro misiją būtų pasisekę įgyvendinti sklandžiau.
LT002-0006|gyvuose pristatymuose, elektroninio pašto rinkodaros kampanijos metu,
LT002-0045|ir visiems laikams ištrinti šį laišką. Byla baigta. Pardavimo nebus.
LT017-0150|Nekilnojamojo turto agentūroje mane aptarnavo
LT037-0172|Radinys jam užgniaužė kvapą.
LT008-0049|Pasakyk man, kodėl
LT021-0027|ir žinutė apie tai, kad čia užliejamų Nemuno pievų ganyklų produkcija, kai vargu ar daug kas iš ten,
LT023-0119|(moterys tokiu būdu kovoja su savo menka saviverte ir rodo kaprizus, kurie joms pačioms atrodo labai patrauklūs ir mieli),
LT035-0197|Šią akimirką stebi visas pasaulis, išdidžiai sau tarė. Ji įveiks bet kokius valstybių sienų, klasių, pažiūrų suvaržymus.
LT034-0080|jeigu jis neabejojo, kaip ir mes, kad pristatymas bus rengiamas tik po kelių savaičių.
LT019-0002|Mano gyvenimas Anglijoje nebuvo išskirtinis.
LT038-0068|Garsą, nebyliai stebintį Doną Chulijaną, išmušė iš vėžių transą primenanti princo būsena.
LT004-0140|Šių prekių pagaminta tik penkiolika vienetų!
LT008-0076|Tokie terminai, kaip “leads generation”, “one click upsell”, “downsell”, “one time offer arba OTO”,
LT031-0145|Sprendžiant iš intonacijos, jūs nesate skulptūros gerbėjas?
LT035-0238|Diasas aptiko plyšį, įkišo ranką pro kiaurymę, energingai sudraskė audinį iki pat grindų ir iš kupolo nėrė į pastolių labirintą.
LT036-0158|Ir mums apie tai meluoja?!
LT028-0132|žurnalistų priežiūros komisiją, apygardos teismą, apylinkės teismą ir Jungtinių Tautų atstovybę Lietuvoje.
LT012-0096|Štai ką reikia padaryti
LT033-0056|Ei! - už nugaros vamptelėjo vyriškas balsas. Admirolas apsisuko ant kulno.
LT035-0091|Pavadinimai kilę iš arabų kalbos, - paaiškino Edmondas.
LT011-0057|Norime jums padovanoti mūsų naują mini elektroninę knygą "Emocinis intelektas - naujoji kryptis pardavimuose."
LT023-0112|kurį reikėtų rinktis, nes nieko neišmanai. Net ir tuo atveju, kai lietuvis automobilio pirkėjas arba pirkėja nusiperka lygiai tokį patį BMW modelį,
LT011-0139|O juos tikrai surasite šio seminaro metu.
LT037-0176|Tokia prielaida siaubingai sunervino Fonseką, nors, žinoma, ne taip stipriai, kaip mintis, kad apie būsimos Ispanijos karalienės dingimą reikės pranešti savo bosui.
LT026-0120|tik vienodai šlykštūs atvaizdai, kur visiems nupiešdavo dideles, išsprogusias kaip kiaušiniai akis, vyrams pripiešdavo valingus smakrus, o moterims - ilgas blakstienas.
LT021-0151|besidairantis į šalis tuščiu žvilgsniu,
LT035-0143|Tėkmės šniokštimas stiprėjo, ant Lengdono skruostų nusėdo dulksna. - Upės galia didėja nuo to laiko, kai žmogus atrado ugnį - griaudė Edmondas.
LT017-0184|Negalėjau patikėti: paprastai mažai kas savo numerį palieka atvirai randamą (o juo labiau Fardinas, kuris stengėsi viską slėpti),
LT037-0130|LABAS VAKARAS, EDMONDAI. LAUKIU SLAPTAŽODŽIO.
LT036-0135|Ar kompiuteris įvardijo mūsų aptariamą jūrų karininką? - paklausė.
LT024-0137|su nešvara ir apšepimu, ir su žmonėmis, kurie anatomiškai taisyklingus dantis mato tik nuotraukose ir kine.
LT024-0065|Gerai, man atrodo,
LT004-0032|Be abejo, firmos „D E F“ reklama orientuota vien tik į klientą.
LT018-0040|Fardinai, labas, čia Timas Nigelis Brownas. Timas,
LT017-0204|„Gerai. Iki ryt.
LT031-0144|Lengdonas nukreipė akis virš įlankėlės ir įbedė žvilgsnį į aikštėje iškilusią milžinišką juodąją našlę. - Taip. Jos sunku nepastebėti.
LT029-0287|tokius kaip Luvras arba Pradas, bet, dabar žvelgdamas į rūką bei liepsnas, jis turėjo pripažinti, kad šitas ultramodernus statinys
LT030-0018|Otra tonica? - paklausė gražutė barmenė, nuostabiai sudėta, žaismingai besišypsanti trisdešimties su viršum moteris. Jis pakratė galvą. - No, gracias.
LT026-0012|Lietuviškas kurortas žydėjo.
LT029-0087|Nuo tūkstantis aštuoni šimtai devyniasdešimt trečių metų šimtai dvasinių vadovų,
LT033-0245|Katalikų karalių tradicijas ir Ispanijos aukso amžių.
LT033-0135|Matyt, esi labai keistos išvaizdos kompiuteris.
LT039-0054|Padėk man, Dieve, pamanė Garsa. Tik ne dabar.
LT024-0043|Jis tęsė: - Žinai, kiek man reikia pinigų, kad aš apmokėčiau savo sąskaitas - nuomą, šildymą, telefoną ir kitus dalykus? Aš pats nežinau, man nerūpi.
LT024-0051|Pavyzdžiui, - sako jis. - Tu gi su jais nebendravai. Tu ir dabar turi giminių ir su jais nebendrauji,
LT006-0066|Stebitės, kodėl patenkinti klientai priskiriami prie patikimų šaltinių?
LT038-0151|Koks keistas sapnas, pamanė jis, bandydamas atgauti kvapą.
LT003-0129|Vadinasi, siekiant parduoti šiuos produktus, būtina reklamose pabrėžti seksualumą.
LT003-0074|kai žmogui papildomai nemokamai duodami kiti produktai ar paslaugos, jeigu jis perka pagrindinį produktą.
LT014-0102|Galbūt. Viską turėjau išsiaiškinti pats iš to, kas buvo internete, užrašuose ir mano kišenėse.
LT031-0234|ieškojo nuošalios vietos, kurioje būtų galima susisiekti su regentu ir pranešti, kad jis sėkmingai pateko į muziejų, admirolo širdis daužėsi kaip pašėlusi.
LT019-0128|ir kad jie yra žymiai žinomesni (ir svarbesni) negu aš.
LT034-0091|Žudiko pastangos neteks prasmės, kai tik Kiršas viešai praneš, ką atradęs.
LT003-0060|Ir taip iš karto sužinosite ar rašote sau, ar savo klientams.
LT023-0077|klaksėdamos kreivais dantimis ir gąsdindamas užsieniečius.
LT038-0094|Deja, griežti vyskupo įsitikinimai ir fanatiškas religingumas užkirstų kelią diplomatijai ir faktui,
LT029-0256|kitados pagrindinės klestinčio pramoninio miesto arterijos. Oras nežymiai atsidavė variu.
LT030-0086|Nutilęs palūkuriavo.
LT030-0088|Aš skambinu iš baro „Molly Malone“. Particular de Estraunza gatvė Nr. aštuoni. Mums nedelsiant reikia pagalbos. Sužeisti du žmonės.
LT024-0072|Tu turi moterį, kurią tavo suknistoje Anglijoje visi laikytų aktore arba manekene ir nieko daugiau.
LT030-0054|Per gyvenimą buvo sutikęs daugybę tokių žmonių - ir nelaimingų ir paikų, niekada nesigrūmusių dėl aukštesnio tikslo,
LT034-0146|Senovės žmonės išrado gausybę dievybių, - kalbėjo Lengdono balsas, - bandydami paaiškinti ne vien planetos, bet ir savo kūnų paslaptis.
LT034-0208|į visagalio Kūrėjo nurodymą moterims prisidengti galvą arba į tai, kad pagerbdami dievus rizikuojame apsideginti.
LT034-0195|Lengdonui kalbant, lubose žybčiojo krikščionims gerai pažįstami prisikėlimo, Mergelės Marijos, Nojaus laivo,
LT009-0007|Pagrindinis UKP tikslas - ilgainiui įdiegti žmonių galvose žinutę “O, taip, aš girdėjau apie jus. Jūs esate ta kompanija, kuri...”.
LT026-0119|Dailininkai piešė baisius portretus ir šaržus - iš tikrųjų, ten nebuvo nei portretai, nei šaržai,
LT038-0165|Trisdešimt antras skyrius.
LT004-0036|Paspausk mygtuką, apmokėk sąskaitą išankstiniam apmokėjimui ar įvesk savo kreditinės kortelės informaciją ir per kelias sekundes gausi tai, ką užsisakei.
LT002-0184|SAVYBĖS apeliuoja į žmogaus LOGIKĄ, NAUDA apeliuoja į žmogaus EMOCIJAS,
LT037-0228|Aš jau patikrinau spausdintus poezijos tekstus, ieškodamas keturiasdešimt penkių simbolių ilgio eilutės, bet, aiman, variantų yra šimtai tūkstančių ar net daugiau
LT037-0029|Atleiskite, - griežtesniu balsu tarė Lengdonas, - bet nepalaikysiu jums draugijos į Madridą.
LT024-0102|aukščiausius dešimt tūkstančių žmonių Niujorke, nuo kurių viskas priklausė, kurie kūrė Amerikos galią. Taip ir atsirado tas posakis Up per Ten.
LT026-0008|Kvietimai ir pranešimai apie renginį bus išsiųsti tik renginio dienos rytą: žurnalistai spės ateiti, fotografai irgi,
LT008-0099|bei ilgos ir gražios draugystės pradžia...
LT002-0046|O štai dabar panagrinėkime antrąjį variantą. Jis yra gerokai stipresnis, įtaigesnis.
LT020-0058|Nenorėjau daugiau žinoti apie Aistę, negu jau žinojau. Nors, aišku, juk pats tik ką apie tą Užkalnį paklausiau.
LT029-0124|Čia mūsų gerbiamasis alama Saidas al Fadlas, - vyskupas mostu parodė į kitą žmogų.
LT031-0053|Kiek pamenu, mes jau aptarėme galimybę kreiptis į visuomenę, - atsiliepė Valdespinas, - deja, aš neįsivaizduoju,
LT012-0054|Trečias. Jūs TURITE turėti galimybę greitai aptarnauti ir aprūpinti klientus,
LT034-0041|Užpakalinėje auditorijos dalyje stovintis admirolas Luisas Avila paskutinį kartą akimis permetė patalpą,
LT016-0187|Maža to, aš prisimenu, kaip rūsiu ėjau gerus keliolika metrų tamsoje. Čia nebuvo keliolikos metrų. Čia buvo vos keli metrai, ir viskas.
LT035-0147|Tyrimo metodai, kuriuos pasitelkiame, tūkstančius metų evoliucionavo geometrine progresija!
LT008-0103|Tad jei darote ką nors, kas išskiria Jus iš konkurentų (sukuriate geresnį ar pigesnį produktą, galite garantuotai pristatyti karštą picą per dvidešimt ar mažiau minučių).
LT024-0125|Aš tau galiu besti į bet kurią tavo gyvenimo dalį, ir visur tu esi, gyveni, bendrauji kitame lygyje negu tas, kuriame tu buvai Anglijoje.
LT017-0053|Dabar po mano namus vaikščiojo tokia moteris, kokią iki tol buvau matęs tik tuose gražiuose žurnaluose ir filmuose,
LT029-0130|yra didelės pagarbos nusipelnęs kompiuterijos mokslų specialistas, žaidimų teorijos ekspertas, išradėjas ir savotiškas pranašas iš technologijų pasaulio.
LT016-0143|- O aš ir jus pažįstu, - pasidalino ji. - Aš jus mačiau per teliką. Tik nesupratau, kodėl jūs su manim angliškai kalbėjote. Tada aš pagalvojau, kad gal čia ne jūs.
LT024-0015|ir Irano, Artimųjų Rytų tarties mišiniu, kurio su niekuo negalėjau supainioti.
LT002-0180|Ir tuos linksmus gyvenimo momentus, kuriuos visada norėsite prisiminti
LT026-0076|Tau, urode. Pakartoti? Neišgirdai?
LT029-0153|Po akimirkos ketino prisijungti prie asmeninio ultrasaugaus serverio,
LT031-0068|Kiršas meta iššūkį esmei - fundamentaliam mūsų tikėjimo pagrindui!
LT002-0204|Kiti vairuotojai nuolat ieško jaudulio ir nori jaustis kaip NASCAR ar bent jau ENEOS tūkstančio kilometrų lenktynių dalyviai.
LT011-0151|bendravimas jo kalba, jam aktualiais žodžiais ir emocijomis.
LT037-0107|Edmondai, vargu ar veganiška dieta tau tinka, - pareiškė. - Tu baltas kaip drobė ir pernelyg sulysęs.
LT038-0214|Velocidad y discretion, - priminė Lengdonas. - Si, si! Gerai!
LT017-0122|Prieš išeidama Aistė mane pabučiavo. Gal ne taip aistringai, bet ir ne formaliai.
LT015-0059|- Sveiki, čia Merkys. Merkys Kazlauskas. Radau praleistą jūsų skambutį.
LT031-0119|„Šuolį į tuštumą“ Lengdonas matė Moderniojo meno muziejuje Niujorke.
LT038-0008|Aš tapau nematomas, į galvą atėjo mintis stebint, kaip priešinga linkme šauna kaukiantys policijos automobiliai.
LT038-0078|Beje, man neapsakomai palengvėjo išgirdus, kad jai niekas negresia.
LT024-0097|Mano paties kvepalai buvo tokie, nuo kurių aš pats beveik iš naujo užmigdavau kiekvieną rytą vonioje:
LT024-0121|Ramene ir pagaliukuose. Buvau jau pripratęs prie tos japoniškos vietos. - Gerai, o prieš tai? Vakar vakare?
LT022-0119|Taip pat buvo pridėliota vištienos vyniotinių, kurie išskysdavo dar dedami į lėkštę,
LT015-0069|Tai man labai gaila, bet norėjau pasakyt, kad mūsų klientas sumažino biudžetą, ar ne, ir mums labai gaila, bet mes negalėsim jūsų prašyt, ar ne.
LT022-0081|viskas, kas yra išdrožta iš medžio Lietuvoje, yra be galo panašu į tai, kas yra išdrožiama iš medžio Rusijoje. Tos pačios raganos,
LT023-0160|taupumo sumetimais ir gyveno baisiausiuose blusynuose,
LT014-0191|Supratau perlenkęs. Peteris manęs nepažino ir mano pasakojime apie jo adresą, vaikus ir jo paties vaikystę pajuto grasinimą.
LT029-0183|bet kasdien pareigingai plaukiodavo baseine, todėl apdaras iki šiol neblogai jam pritiko.
LT029-0175|Ji vadinama „Maman“, - kažkas prabilo.
LT028-0105|„Pasiliuosuok Lietuvoje“, tik ką gavusią naują vadovę Mildą Barkleis.
LT019-0160|O gal mano gyvenime kas nors su ja buvo.
LT031-0171|Tiesą sakant, jis visai išmoningas, - tarė. - Kol kas muziejuje nemačiau jokio kito eksponato, kuris man būtų labiau kritęs į širdį.
LT031-0030|Vėliau, įnikęs į Talmudo pamokomuosius tekstus, iš naujo perskaitė rabinų aiškinimus apie maase berešit, pasaulėdarą.
LT034-0006|juodą medžiaginę užkardą ir prie jos pasitinkančius kitus gidus,
LT009-0004|“Pirk produktą ir tu gausi šį specifinį privalumą”.
LT034-0141|Oras vėl įkaito, ir iš atšiauraus kraštovaizdžio išniro nenumaldomai augantis kalnas, kuris tryško kibirkštimis, dūmais ir lava.
LT036-0180|Svarbiausios informavimo priemonės kvietėsi pas save aibę religijos ir mokslo specialistų, kuriems suteikė galimybę pasidalinti prielaidomis apie prezentaciją,
LT015-0006|kas aš toks, kad pažadėjo man iškviesti mentus (tiesa, pagalvojau, o kaip būtų kvietęs -
LT036-0272|Ambros kūnas akivaizdžiai įsitempė.
LT031-0114|Kleinas išrado šitą spalvą, ir ji praminta „Tarptautiniu Kleino mėliu“, - tęsė Vinstonas.
LT002-0091|Pastaruoju metu taip stipriai stengiamės pastatyti savo klubą ant kojų, kad laiko pavalgyti randu tik susitikdamas su tokiais žmonėmis kaip Jūs.
LT033-0045|Avilą pakeitė. Mano veiksmus sankcionavo aukštesnė valdžia, priminė sau. Aš elgsiuos kaip dera teisiajam.
LT021-0032|Viena iš priežasčių, kodėl daugelyje įmonių tiek moterų dirba buhalterijose, yra ta, kad jos visos turi kuo daugiau plakti liežuviais,
LT038-0062|Garsa vėl pabeldė ir nesulaukęs atsakymo pajuto stiprėjantį nerimą.
LT022-0123|- Maladiec, - pasakė tas trumpai. - Nieko merga, kaip iš pieno plaukus.
LT001-0051|Šios dainos vaizdo klipas “YouTube” portale iki šiol yra peržiūrėtas jau tris šimtus penkiasdešimt tūkstančių kartų.
LT029-0043|Ši nepriklausanti nuo laiko šventovė Ispanijoje, Katalonijoje,
LT023-0056|Ir todėl jos kovoja su bet kokia Sabaliauskaitės kritika
LT032-0196|Tavo tiesa, ir aš nė nepajėgiu apsakyti, kaip džiaugiuosi, kad šįvakar galėsiu juo pasidalinti su pasauliu. Žinia sukels labai svarbų gretutinį pokytį.
LT030-0068|Antrasis smiliumi griežtai dūrė admirolui į krūtinę. - Bandai mums aiškinti, kaip elgtis?
LT037-0009|prisilipdyti „U“ logotipą ant priekinio stiklo. Bėglio išsikviestą „Uber“ automobilį, rodos, vairavo naujojo popiežiaus gerbėjas.
LT032-0088|Vėl pajudėjęs iš vietos, sutelkė dėmesį į ženklą „Išėjimas“ su rodykle, nukreipta į tolimiausią galerijos kampą.
LT013-0083|Tamsoje kvepėjo šalta požemio drėgme. Palipau akmeniniais laiptais, kone visiškoje tamsoje užčiuopiau ir stumtelėjau virš savęs rūsio duris:
LT032-0237|Naujiena padarė Lengdonui įspūdį. - Kreipeisi į visą parlamentą?
LT029-0080|Juokauju, be abejo. Nepykite dėl mano senstelėjusio humoro jausmo. Manieji filtrai kartais streikuoja.
LT038-0148|Rabinas sušvokštė atsibusdamas, atsitiesdamas ant savo kėdės. - Vajetau!
LT034-0110|Netoli laukymės vidurio įsitaisiusį Robertą Lengdoną užvaldė bendra stiprėjančių lūkesčių nuotaika.
LT030-0019|Tuštutėlėje užeigoje įsitaisęs Avila juto, kad barmenė į jį žiūri su pasigėrėjimu. Smagu vėl tapti matomam. Aš sugrįžau iš bedugnės.
LT037-0051|Ambra nugurkė seiles.
LT031-0210|Į sunkiausią muziejaus skulptūrą. Ji sveria daugiau kaip du milijonus svarų.
LT018-0026|net turėjo, kam paskambinti, ir žinojo, kaip nugludinti kelis kampus, bet buvo labai pavargęs,
LT036-0020|daugiau nevesti ir palikti sūnų vieninteliu Ispanijos sosto įpėdiniu.
LT034-0220|Lubose vėl sužibo žvaigždės.
LT003-0093|Tad būkit geri - kai darote kažkokią specialią kampaniją, kuria nuoširdžiai tikite ir intuityviai jaučiate,
LT035-0075|Po pauzės Kiršas pridūrė:
LT025-0013|Kadaise, ankstyvoje jaunystėje, Fardinas norėjo būti teisininku ir žurnalistu, deja, taip ir netapo, bet labai gerai mokėjo dėstyti mintis ir sudėlioti aplinkybes taip,
LT036-0009|Bet dabar jie visų pirma naudojami valstybiniams renginiams, o karališkoji šeima gyvena užmiestyje, paprastesniuose ir atokesniuose
LT030-0052|Viduramžių vėzdas? Kas tu? Narsusis riteris? - vyrai pratrūko kvatoti.
LT035-0203|Lengdonas sparčiai artinosi, todėl abu Karališkosios sargybos agentai atšlijo nuo sienos ir užėmė pozicijas, pasirengę jį sustabdyti.
LT007-0037|Konkursų komentarai paverčiami tam tikrais mygtukais, kurie tampa artimesni vartotojų jausmams:
